id,city,time,content,clean_content,compound_content,ml_text,handler,status,url,label,priority,is_synthetic
SYN0099,Hanoi,,"Sau giờ buôn bán, khu vực phố Nguyễn Xiển, phường Thanh Xuân Trung, quận Thanh Xuân thường xuyên còn lại nhiều rác thải, túi nilon và nước bẩn trên vỉa hè. Tình trạng này ảnh hưởng đến mỹ quan đô thị và vệ sinh môi trường. Đề nghị kiểm tra, nhắc nhở các hộ kinh doanh.","Sau giờ buôn bán, khu vực phố Nguyễn Xiển, phường Thanh Xuân Trung, quận Thanh Xuân thường xuyên còn lại nhiều rác thải, túi nilon và nước bẩn trên vỉa hè. Tình trạng này ảnh hưởng đến mỹ quan đô thị và vệ sinh môi trường. Đề nghị kiểm tra, nhắc nhở các hộ kinh doanh.","sau giờ buôn_bán , khu_vực phố nguyễn_xiển , phường thanh_xuân_trung , quận thanh_xuân thường_xuyên còn lại nhiều rác_thải , túi nilon và nước bẩn trên vỉa_hè . tình_trạng này ảnh_hưởng đến mỹ_quan đô_thị và vệ_sinh môi_trường . đề_nghị kiểm_tra , nhắc_nhở các hộ kinh_doanh .","sau giờ buôn_bán , khu_vực phố nguyễn_xiển , phường thanh_xuân_trung , quận thanh_xuân thường_xuyên còn lại nhiều rác_thải , túi nilon và nước bẩn trên vỉa_hè . tình_trạng này ảnh_hưởng đến mỹ_quan đô_thị và vệ_sinh môi_trường . đề_nghị kiểm_tra , nhắc_nhở các hộ kinh_doanh .",,Dữ liệu ảo,,rac_thai_ve_sinh_moi_truong,trung_binh,True
SYN0100,Hanoi,,"Người dân tại phố Tôn Đức Thắng, phường Hàng Bột, quận Đống Đa phản ánh nước thải từ một số cơ sở kinh doanh chảy trực tiếp ra đường, gây trơn trượt và mùi hôi. Đề nghị cơ quan chức năng kiểm tra hệ thống thoát nước và xử lý theo quy định.","Người dân tại phố Tôn Đức Thắng, phường Hàng Bột, quận Đống Đa phản ánh nước thải từ một số cơ sở kinh doanh chảy trực tiếp ra đường, gây trơn trượt và mùi hôi. Đề nghị cơ quan chức năng kiểm tra hệ thống thoát nước và xử lý theo quy định.","người dân tại phố tôn_đức_thắng , phường hàng bột , quận đống_đa phản_ánh nước_thải từ một_số cơ_sở kinh_doanh chảy trực_tiếp ra đường , gây trơn trượt và mùi hôi . đề_nghị cơ_quan_chức_năng kiểm_tra hệ_thống thoát nước và xử_lý theo quy_định .","người dân tại phố tôn_đức_thắng , phường hàng bột , quận đống_đa phản_ánh nước_thải từ một_số cơ_sở kinh_doanh chảy trực_tiếp ra đường , gây trơn trượt và mùi hôi . đề_nghị cơ_quan_chức_năng kiểm_tra hệ_thống thoát nước và xử_lý theo quy_định .",,Dữ liệu ảo,,rac_thai_ve_sinh_moi_truong,trung_binh,True
SYN0101,Hanoi,,"Tại đường Phạm Văn Đồng, đoạn gần công viên Hòa Bình, quận Bắc Từ Liêm, rác sinh hoạt bị bỏ không đúng giờ thu gom, khiến khu vực thường xuyên mất vệ sinh. Đề nghị tăng cường tuyên truyền và có biện pháp xử lý các trường hợp vi phạm.","Tại đường Phạm Văn Đồng, đoạn gần công viên Hòa Bình, quận Bắc Từ Liêm, rác sinh hoạt bị bỏ không đúng giờ thu gom, khiến khu vực thường xuyên mất vệ sinh. Đề nghị tăng cường tuyên truyền và có biện pháp xử lý các trường hợp vi phạm.","tại đường phạm văn đồng , đoạn gần công_viên hòa_bình , quận bắc từ liêm , rác sinh_hoạt bị bỏ không đúng giờ thu_gom , khiến khu_vực thường_xuyên mất vệ_sinh . đề_nghị tăng_cường tuyên_truyền và có biện_pháp xử_lý các trường_hợp vi_phạm .","tại đường phạm văn đồng , đoạn gần công_viên hòa_bình , quận bắc từ liêm , rác sinh_hoạt bị bỏ không đúng giờ thu_gom , khiến khu_vực thường_xuyên mất vệ_sinh . đề_nghị tăng_cường tuyên_truyền và có biện_pháp xử_lý các trường_hợp vi_phạm .",,Dữ liệu ảo,,rac_thai_ve_sinh_moi_truong,trung_binh,True
SYN0102,Hanoi,,"Khu vực đường Hoàng Quốc Việt, phường Nghĩa Đô, quận Cầu Giấy có nhiều rác thải vương vãi sau mưa, gây tắc rãnh thoát nước và ảnh hưởng đến sinh hoạt của người dân. Kính đề nghị đơn vị phụ trách vệ sinh môi trường kiểm tra, dọn dẹp.","Khu vực đường Hoàng Quốc Việt, phường Nghĩa Đô, quận Cầu Giấy có nhiều rác thải vương vãi sau mưa, gây tắc rãnh thoát nước và ảnh hưởng đến sinh hoạt của người dân. Kính đề nghị đơn vị phụ trách vệ sinh môi trường kiểm tra, dọn dẹp.","khu_vực đường hoàng_quốc việt , phường nghĩa_đô , quận cầu giấy có nhiều rác_thải vương_vãi sau mưa , gây tắc rãnh thoát nước và ảnh_hưởng đến sinh_hoạt của người dân . kính đề_nghị đơn_vị phụ_trách vệ_sinh môi_trường kiểm_tra , dọn_dẹp .","khu_vực đường hoàng_quốc việt , phường nghĩa_đô , quận cầu giấy có nhiều rác_thải vương_vãi sau mưa , gây tắc rãnh thoát nước và ảnh_hưởng đến sinh_hoạt của người dân . kính đề_nghị đơn_vị phụ_trách vệ_sinh môi_trường kiểm_tra , dọn_dẹp .",,Dữ liệu ảo,,rac_thai_ve_sinh_moi_truong,trung_binh,True
SYN0103,Hanoi,,"Tại khu vực phố Tây Sơn, đoạn gần Đại học Thủy Lợi, quận Đống Đa, rác thải sinh hoạt bị tập kết lâu ngày bên lề đường nhưng chưa được thu gom kịp thời. Tình trạng này gây mùi hôi, ảnh hưởng đến mỹ quan đô thị và sinh hoạt của người dân xung quanh. Kính đề nghị đơn vị vệ sinh môi trường kiểm tra và xử lý.","Tại khu vực phố Tây Sơn, đoạn gần Đại học Thủy Lợi, quận Đống Đa, rác thải sinh hoạt bị tập kết lâu ngày bên lề đường nhưng chưa được thu gom kịp thời. Tình trạng này gây mùi hôi, ảnh hưởng đến mỹ quan đô thị và sinh hoạt của người dân xung quanh. Kính đề nghị đơn vị vệ sinh môi trường kiểm tra và xử lý.","tại khu_vực phố tây_sơn , đoạn gần đại_học thủy_lợi , quận đống_đa , rác_thải sinh_hoạt bị tập_kết lâu ngày bên lề_đường nhưng chưa được thu_gom kịp_thời . tình_trạng này gây mùi hôi , ảnh_hưởng đến mỹ_quan đô_thị và sinh_hoạt của người dân xung_quanh . kính đề_nghị đơn_vị vệ_sinh môi_trường kiểm_tra và xử_lý .","tại khu_vực phố tây_sơn , đoạn gần đại_học thủy_lợi , quận đống_đa , rác_thải sinh_hoạt bị tập_kết lâu ngày bên lề_đường nhưng chưa được thu_gom kịp_thời . tình_trạng này gây mùi hôi , ảnh_hưởng đến mỹ_quan đô_thị và sinh_hoạt của người dân xung_quanh . kính đề_nghị đơn_vị vệ_sinh môi_trường kiểm_tra và xử_lý .",,Dữ liệu ảo,,rac_thai_ve_sinh_moi_truong,trung_binh,True
SYN0104,Hanoi,,"Người dân phản ánh tại đường Xuân Thủy, đoạn trước cổng Trường Đại học Quốc gia Hà Nội, quận Cầu Giấy thường xuyên xuất hiện tình trạng xả rác bừa bãi trên vỉa hè và gần miệng cống thoát nước. Khi trời mưa, rác trôi xuống cống gây tắc nghẽn và ứ đọng nước. Đề nghị tăng cường thu gom rác và tuyên truyền giữ gìn vệ sinh.","Người dân phản ánh tại đường Xuân Thủy, đoạn trước cổng Trường Đại học Quốc gia Hà Nội, quận Cầu Giấy thường xuyên xuất hiện tình trạng xả rác bừa bãi trên vỉa hè và gần miệng cống thoát nước. Khi trời mưa, rác trôi xuống cống gây tắc nghẽn và ứ đọng nước. Đề nghị tăng cường thu gom rác và tuyên truyền giữ gìn vệ sinh.","người dân phản_ánh tại đường xuân_thủy , đoạn trước cổng trường đại_học quốc_gia hà_nội , quận cầu giấy thường_xuyên xuất_hiện tình_trạng xả rác bừa_bãi trên vỉa_hè và gần miệng cống thoát nước . khi trời mưa , rác trôi xuống cống gây tắc_nghẽn và ứ_đọng nước . đề_nghị tăng_cường thu_gom rác và tuyên_truyền giữ_gìn vệ_sinh .","người dân phản_ánh tại đường xuân_thủy , đoạn trước cổng trường đại_học quốc_gia hà_nội , quận cầu giấy thường_xuyên xuất_hiện tình_trạng xả rác bừa_bãi trên vỉa_hè và gần miệng cống thoát nước . khi trời mưa , rác trôi xuống cống gây tắc_nghẽn và ứ_đọng nước . đề_nghị tăng_cường thu_gom rác và tuyên_truyền giữ_gìn vệ_sinh .",,Dữ liệu ảo,,rac_thai_ve_sinh_moi_truong,trung_binh,True
SYN0105,Hanoi,,"Khu vực đường Lê Văn Lương, phường Nhân Chính, quận Thanh Xuân có điểm tập kết rác không đúng nơi quy định, nhiều bao rác bị để tràn ra lòng đường. Việc này gây mất vệ sinh môi trường, phát sinh mùi hôi và ảnh hưởng đến người đi bộ. Đề nghị cơ quan chức năng kiểm tra và bố trí điểm tập kết phù hợp hơn.","Khu vực đường Lê Văn Lương, phường Nhân Chính, quận Thanh Xuân có điểm tập kết rác không đúng nơi quy định, nhiều bao rác bị để tràn ra lòng đường. Việc này gây mất vệ sinh môi trường, phát sinh mùi hôi và ảnh hưởng đến người đi bộ. Đề nghị cơ quan chức năng kiểm tra và bố trí điểm tập kết phù hợp hơn.","khu_vực đường lê_văn_lương , phường nhân chính , quận thanh_xuân có điểm tập_kết rác không đúng nơi quy_định , nhiều bao rác bị để tràn ra lòng_đường . việc này gây mất vệ_sinh môi_trường , phát_sinh mùi hôi và ảnh_hưởng đến người đi bộ . đề_nghị cơ_quan_chức_năng kiểm_tra và bố_trí điểm tập_kết phù_hợp hơn .","khu_vực đường lê_văn_lương , phường nhân chính , quận thanh_xuân có điểm tập_kết rác không đúng nơi quy_định , nhiều bao rác bị để tràn ra lòng_đường . việc này gây mất vệ_sinh môi_trường , phát_sinh mùi hôi và ảnh_hưởng đến người đi bộ . đề_nghị cơ_quan_chức_năng kiểm_tra và bố_trí điểm tập_kết phù_hợp hơn .",,Dữ liệu ảo,,rac_thai_ve_sinh_moi_truong,trung_binh,True
SYN0106,Hanoi,,"Tại đường Nguyễn Trãi, đoạn gần Ngã Tư Sở, quận Thanh Xuân, nước thải từ một số hộ kinh doanh chảy ra mặt đường, gây mùi khó chịu và làm trơn trượt khu vực đi lại. Người dân lo ngại tình trạng này kéo dài sẽ ảnh hưởng đến vệ sinh môi trường và an toàn giao thông. Kính đề nghị kiểm tra, nhắc nhở và xử lý.","Tại đường Nguyễn Trãi, đoạn gần Ngã Tư Sở, quận Thanh Xuân, nước thải từ một số hộ kinh doanh chảy ra mặt đường, gây mùi khó chịu và làm trơn trượt khu vực đi lại. Người dân lo ngại tình trạng này kéo dài sẽ ảnh hưởng đến vệ sinh môi trường và an toàn giao thông. Kính đề nghị kiểm tra, nhắc nhở và xử lý.","tại đường nguyễn_trãi , đoạn gần ngã tư_sở , quận thanh_xuân , nước_thải từ một_số hộ kinh_doanh chảy ra_mặt_đường , gây mùi khó_chịu và làm trơn trượt khu_vực đi_lại . người dân lo_ngại tình_trạng này kéo_dài sẽ ảnh_hưởng đến vệ_sinh môi_trường và an_toàn giao_thông . kính đề_nghị kiểm_tra , nhắc_nhở và xử_lý .","tại đường nguyễn_trãi , đoạn gần ngã tư_sở , quận thanh_xuân , nước_thải từ một_số hộ kinh_doanh chảy ra_mặt_đường , gây mùi khó_chịu và làm trơn trượt khu_vực đi_lại . người dân lo_ngại tình_trạng này kéo_dài sẽ ảnh_hưởng đến vệ_sinh môi_trường và an_toàn giao_thông . kính đề_nghị kiểm_tra , nhắc_nhở và xử_lý .",,Dữ liệu ảo,,rac_thai_ve_sinh_moi_truong,trung_binh,True
SYN0107,Hanoi,,"Rác thải xây dựng bị đổ tại khu vực phố Tôn Đức Thắng, phường Hàng Bột, quận Đống Đa, chiếm một phần vỉa hè và gây bụi bẩn. Người đi bộ phải di chuyển xuống lòng đường, tiềm ẩn nguy cơ mất an toàn. Đề nghị cơ quan chức năng yêu cầu thu dọn và xử lý hành vi đổ rác không đúng quy định.","Rác thải xây dựng bị đổ tại khu vực phố Tôn Đức Thắng, phường Hàng Bột, quận Đống Đa, chiếm một phần vỉa hè và gây bụi bẩn. Người đi bộ phải di chuyển xuống lòng đường, tiềm ẩn nguy cơ mất an toàn. Đề nghị cơ quan chức năng yêu cầu thu dọn và xử lý hành vi đổ rác không đúng quy định.","rác_thải xây_dựng bị đổ tại khu_vực phố tôn_đức_thắng , phường hàng bột , quận đống_đa , chiếm một phần vỉa_hè và gây bụi bẩn . người đi bộ phải di_chuyển xuống lòng_đường , tiềm_ẩn nguy_cơ mất an_toàn . đề_nghị cơ_quan_chức_năng yêu_cầu thu_dọn và xử_lý hành_vi đổ rác không đúng quy_định .","rác_thải xây_dựng bị đổ tại khu_vực phố tôn_đức_thắng , phường hàng bột , quận đống_đa , chiếm một phần vỉa_hè và gây bụi bẩn . người đi bộ phải di_chuyển xuống lòng_đường , tiềm_ẩn nguy_cơ mất an_toàn . đề_nghị cơ_quan_chức_năng yêu_cầu thu_dọn và xử_lý hành_vi đổ rác không đúng quy_định .",,Dữ liệu ảo,,rac_thai_ve_sinh_moi_truong,trung_binh,True
SYN0108,Hanoi,,"Sau các buổi họp chợ tự phát tại đường Hoàng Quốc Việt, phường Nghĩa Đô, quận Cầu Giấy, rác thải thường bị bỏ lại trên vỉa hè và lòng đường. Tình trạng này gây mất mỹ quan đô thị, ảnh hưởng đến môi trường sống của người dân. Đề nghị có biện pháp thu gom và kiểm soát việc buôn bán tại khu vực này.","Sau các buổi họp chợ tự phát tại đường Hoàng Quốc Việt, phường Nghĩa Đô, quận Cầu Giấy, rác thải thường bị bỏ lại trên vỉa hè và lòng đường. Tình trạng này gây mất mỹ quan đô thị, ảnh hưởng đến môi trường sống của người dân. Đề nghị có biện pháp thu gom và kiểm soát việc buôn bán tại khu vực này.","sau các buổi họp chợ tự_phát tại đường hoàng_quốc việt , phường nghĩa_đô , quận cầu giấy , rác_thải thường bị bỏ lại trên vỉa_hè và lòng_đường . tình_trạng này gây mất mỹ_quan đô_thị , ảnh_hưởng đến môi_trường sống của người dân . đề_nghị có biện_pháp thu_gom và kiểm_soát việc buôn_bán tại khu_vực này .","sau các buổi họp chợ tự_phát tại đường hoàng_quốc việt , phường nghĩa_đô , quận cầu giấy , rác_thải thường bị bỏ lại trên vỉa_hè và lòng_đường . tình_trạng này gây mất mỹ_quan đô_thị , ảnh_hưởng đến môi_trường sống của người dân . đề_nghị có biện_pháp thu_gom và kiểm_soát việc buôn_bán tại khu_vực này .",,Dữ liệu ảo,,rac_thai_ve_sinh_moi_truong,trung_binh,True
SYN0109,Hanoi,,"Tại khu vực đường Phạm Văn Đồng, đoạn gần công viên Hòa Bình, quận Bắc Từ Liêm, rác thải sinh hoạt bị để tràn ra vỉa hè trong nhiều ngày, gây mùi hôi và ảnh hưởng đến người đi bộ. Một số bao rác bị rách, nước thải chảy xuống lòng đường. Đề nghị đơn vị vệ sinh môi trường thu gom kịp thời.","Tại khu vực đường Phạm Văn Đồng, đoạn gần công viên Hòa Bình, quận Bắc Từ Liêm, rác thải sinh hoạt bị để tràn ra vỉa hè trong nhiều ngày, gây mùi hôi và ảnh hưởng đến người đi bộ. Một số bao rác bị rách, nước thải chảy xuống lòng đường. Đề nghị đơn vị vệ sinh môi trường thu gom kịp thời.","tại khu_vực đường phạm văn đồng , đoạn gần công_viên hòa_bình , quận bắc từ liêm , rác_thải sinh_hoạt bị để tràn ra vỉa_hè trong nhiều ngày , gây mùi hôi và ảnh_hưởng đến người đi bộ . một_số bao rác bị rách , nước_thải chảy xuống lòng_đường . đề_nghị đơn_vị vệ_sinh môi_trường thu_gom kịp_thời .","tại khu_vực đường phạm văn đồng , đoạn gần công_viên hòa_bình , quận bắc từ liêm , rác_thải sinh_hoạt bị để tràn ra vỉa_hè trong nhiều ngày , gây mùi hôi và ảnh_hưởng đến người đi bộ . một_số bao rác bị rách , nước_thải chảy xuống lòng_đường . đề_nghị đơn_vị vệ_sinh môi_trường thu_gom kịp_thời .",,Dữ liệu ảo,,rac_thai_ve_sinh_moi_truong,trung_binh,True
SYN0110,Hanoi,,"Người dân phản ánh tại phố Nguyễn Xiển, phường Thanh Xuân Trung, quận Thanh Xuân có tình trạng đổ trộm rác thải xây dựng vào ban đêm. Vật liệu thừa chiếm một phần vỉa hè và gây bụi bẩn cho khu dân cư. Kính đề nghị kiểm tra và xử lý hành vi vi phạm.","Người dân phản ánh tại phố Nguyễn Xiển, phường Thanh Xuân Trung, quận Thanh Xuân có tình trạng đổ trộm rác thải xây dựng vào ban đêm. Vật liệu thừa chiếm một phần vỉa hè và gây bụi bẩn cho khu dân cư. Kính đề nghị kiểm tra và xử lý hành vi vi phạm.","người dân phản_ánh tại phố nguyễn_xiển , phường thanh_xuân_trung , quận thanh_xuân có tình_trạng đổ trộm rác_thải xây_dựng vào ban_đêm . vật_liệu thừa chiếm một phần vỉa_hè và gây bụi bẩn cho khu dân_cư . kính đề_nghị kiểm_tra và xử_lý hành_vi vi_phạm .","người dân phản_ánh tại phố nguyễn_xiển , phường thanh_xuân_trung , quận thanh_xuân có tình_trạng đổ trộm rác_thải xây_dựng vào ban_đêm . vật_liệu thừa chiếm một phần vỉa_hè và gây bụi bẩn cho khu dân_cư . kính đề_nghị kiểm_tra và xử_lý hành_vi vi_phạm .",,Dữ liệu ảo,,rac_thai_ve_sinh_moi_truong,trung_binh,True
SYN0111,Hanoi,,"Khu vực phố Minh Khai, phường Vĩnh Tuy, quận Hai Bà Trưng thường xuyên có rác tồn đọng quanh miệng cống thoát nước. Khi trời mưa, rác trôi xuống cống gây tắc nghẽn và ngập cục bộ. Đề nghị tăng cường thu gom và vệ sinh khu vực này.","Khu vực phố Minh Khai, phường Vĩnh Tuy, quận Hai Bà Trưng thường xuyên có rác tồn đọng quanh miệng cống thoát nước. Khi trời mưa, rác trôi xuống cống gây tắc nghẽn và ngập cục bộ. Đề nghị tăng cường thu gom và vệ sinh khu vực này.","khu_vực phố minh_khai , phường vĩnh_tuy , quận hai bà trưng thường_xuyên có rác tồn_đọng quanh miệng cống thoát nước . khi trời mưa , rác trôi xuống cống gây tắc_nghẽn và ngập cục_bộ . đề_nghị tăng_cường thu_gom và vệ_sinh khu_vực này .","khu_vực phố minh_khai , phường vĩnh_tuy , quận hai bà trưng thường_xuyên có rác tồn_đọng quanh miệng cống thoát nước . khi trời mưa , rác trôi xuống cống gây tắc_nghẽn và ngập cục_bộ . đề_nghị tăng_cường thu_gom và vệ_sinh khu_vực này .",,Dữ liệu ảo,,rac_thai_ve_sinh_moi_truong,trung_binh,True
SYN0112,Hanoi,,"Tại phố Đội Cấn, phường Liễu Giai, quận Ba Đình, điểm tập kết rác tạm thời nằm quá gần khu dân cư, gây mùi hôi khó chịu vào buổi chiều tối. Người dân đề nghị di dời hoặc bố trí thời gian thu gom hợp lý hơn.","Tại phố Đội Cấn, phường Liễu Giai, quận Ba Đình, điểm tập kết rác tạm thời nằm quá gần khu dân cư, gây mùi hôi khó chịu vào buổi chiều tối. Người dân đề nghị di dời hoặc bố trí thời gian thu gom hợp lý hơn.","tại phố đội cấn , phường liễu_giai , quận ba_đình , điểm tập_kết rác tạm_thời nằm quá gần khu dân_cư , gây mùi hôi khó_chịu vào buổi chiều_tối . người dân đề_nghị di_dời hoặc bố_trí thời_gian thu_gom hợp_lý hơn .","tại phố đội cấn , phường liễu_giai , quận ba_đình , điểm tập_kết rác tạm_thời nằm quá gần khu dân_cư , gây mùi hôi khó_chịu vào buổi chiều_tối . người dân đề_nghị di_dời hoặc bố_trí thời_gian thu_gom hợp_lý hơn .",,Dữ liệu ảo,,rac_thai_ve_sinh_moi_truong,trung_binh,True
SYN0113,Hanoi,,"Sau giờ buôn bán, khu vực phố Đội Cấn, phường Liễu Giai, quận Ba Đình thường xuyên còn lại nhiều rác thải, túi nilon và nước bẩn trên vỉa hè. Tình trạng này ảnh hưởng đến mỹ quan đô thị và vệ sinh môi trường. Đề nghị kiểm tra, nhắc nhở các hộ kinh doanh.","Sau giờ buôn bán, khu vực phố Đội Cấn, phường Liễu Giai, quận Ba Đình thường xuyên còn lại nhiều rác thải, túi nilon và nước bẩn trên vỉa hè. Tình trạng này ảnh hưởng đến mỹ quan đô thị và vệ sinh môi trường. Đề nghị kiểm tra, nhắc nhở các hộ kinh doanh.","sau giờ buôn_bán , khu_vực phố đội cấn , phường liễu_giai , quận ba_đình thường_xuyên còn lại nhiều rác_thải , túi nilon và nước bẩn trên vỉa_hè . tình_trạng này ảnh_hưởng đến mỹ_quan đô_thị và vệ_sinh môi_trường . đề_nghị kiểm_tra , nhắc_nhở các hộ kinh_doanh .","sau giờ buôn_bán , khu_vực phố đội cấn , phường liễu_giai , quận ba_đình thường_xuyên còn lại nhiều rác_thải , túi nilon và nước bẩn trên vỉa_hè . tình_trạng này ảnh_hưởng đến mỹ_quan đô_thị và vệ_sinh môi_trường . đề_nghị kiểm_tra , nhắc_nhở các hộ kinh_doanh .",,Dữ liệu ảo,,rac_thai_ve_sinh_moi_truong,trung_binh,True
SYN0114,Hanoi,,"Người dân tại đường Xuân Thủy, đoạn trước cổng Trường Đại học Quốc gia Hà Nội, quận Cầu Giấy phản ánh nước thải từ một số cơ sở kinh doanh chảy trực tiếp ra đường, gây trơn trượt và mùi hôi. Đề nghị cơ quan chức năng kiểm tra hệ thống thoát nước và xử lý theo quy định.","Người dân tại đường Xuân Thủy, đoạn trước cổng Trường Đại học Quốc gia Hà Nội, quận Cầu Giấy phản ánh nước thải từ một số cơ sở kinh doanh chảy trực tiếp ra đường, gây trơn trượt và mùi hôi. Đề nghị cơ quan chức năng kiểm tra hệ thống thoát nước và xử lý theo quy định.","người dân tại đường xuân_thủy , đoạn trước cổng trường đại_học quốc_gia hà_nội , quận cầu giấy phản_ánh nước_thải từ một_số cơ_sở kinh_doanh chảy trực_tiếp ra đường , gây trơn trượt và mùi hôi . đề_nghị cơ_quan_chức_năng kiểm_tra hệ_thống thoát nước và xử_lý theo quy_định .","người dân tại đường xuân_thủy , đoạn trước cổng trường đại_học quốc_gia hà_nội , quận cầu giấy phản_ánh nước_thải từ một_số cơ_sở kinh_doanh chảy trực_tiếp ra đường , gây trơn trượt và mùi hôi . đề_nghị cơ_quan_chức_năng kiểm_tra hệ_thống thoát nước và xử_lý theo quy_định .",,Dữ liệu ảo,,rac_thai_ve_sinh_moi_truong,trung_binh,True
SYN0115,Hanoi,,"Tại đường Hoàng Quốc Việt, phường Nghĩa Đô, quận Cầu Giấy, rác sinh hoạt bị bỏ không đúng giờ thu gom, khiến khu vực thường xuyên mất vệ sinh. Đề nghị tăng cường tuyên truyền và có biện pháp xử lý các trường hợp vi phạm.","Tại đường Hoàng Quốc Việt, phường Nghĩa Đô, quận Cầu Giấy, rác sinh hoạt bị bỏ không đúng giờ thu gom, khiến khu vực thường xuyên mất vệ sinh. Đề nghị tăng cường tuyên truyền và có biện pháp xử lý các trường hợp vi phạm.","tại đường hoàng_quốc việt , phường nghĩa_đô , quận cầu giấy , rác sinh_hoạt bị bỏ không đúng giờ thu_gom , khiến khu_vực thường_xuyên mất vệ_sinh . đề_nghị tăng_cường tuyên_truyền và có biện_pháp xử_lý các trường_hợp vi_phạm .","tại đường hoàng_quốc việt , phường nghĩa_đô , quận cầu giấy , rác sinh_hoạt bị bỏ không đúng giờ thu_gom , khiến khu_vực thường_xuyên mất vệ_sinh . đề_nghị tăng_cường tuyên_truyền và có biện_pháp xử_lý các trường_hợp vi_phạm .",,Dữ liệu ảo,,rac_thai_ve_sinh_moi_truong,trung_binh,True
SYN0116,Hanoi,,"Khu vực phố Minh Khai, phường Vĩnh Tuy, quận Hai Bà Trưng có nhiều rác thải vương vãi sau mưa, gây tắc rãnh thoát nước và ảnh hưởng đến sinh hoạt của người dân. Kính đề nghị đơn vị phụ trách vệ sinh môi trường kiểm tra, dọn dẹp.","Khu vực phố Minh Khai, phường Vĩnh Tuy, quận Hai Bà Trưng có nhiều rác thải vương vãi sau mưa, gây tắc rãnh thoát nước và ảnh hưởng đến sinh hoạt của người dân. Kính đề nghị đơn vị phụ trách vệ sinh môi trường kiểm tra, dọn dẹp.","khu_vực phố minh_khai , phường vĩnh_tuy , quận hai bà trưng có nhiều rác_thải vương_vãi sau mưa , gây tắc rãnh thoát nước và ảnh_hưởng đến sinh_hoạt của người dân . kính đề_nghị đơn_vị phụ_trách vệ_sinh môi_trường kiểm_tra , dọn_dẹp .","khu_vực phố minh_khai , phường vĩnh_tuy , quận hai bà trưng có nhiều rác_thải vương_vãi sau mưa , gây tắc rãnh thoát nước và ảnh_hưởng đến sinh_hoạt của người dân . kính đề_nghị đơn_vị phụ_trách vệ_sinh môi_trường kiểm_tra , dọn_dẹp .",,Dữ liệu ảo,,rac_thai_ve_sinh_moi_truong,trung_binh,True
SYN0117,Hanoi,,"Tại khu vực phố Bạch Mai, phường Bạch Mai, quận Hai Bà Trưng, rác thải sinh hoạt bị tập kết lâu ngày bên lề đường nhưng chưa được thu gom kịp thời. Tình trạng này gây mùi hôi, ảnh hưởng đến mỹ quan đô thị và sinh hoạt của người dân xung quanh. Kính đề nghị đơn vị vệ sinh môi trường kiểm tra và xử lý.","Tại khu vực phố Bạch Mai, phường Bạch Mai, quận Hai Bà Trưng, rác thải sinh hoạt bị tập kết lâu ngày bên lề đường nhưng chưa được thu gom kịp thời. Tình trạng này gây mùi hôi, ảnh hưởng đến mỹ quan đô thị và sinh hoạt của người dân xung quanh. Kính đề nghị đơn vị vệ sinh môi trường kiểm tra và xử lý.","tại khu_vực phố bạch_mai , phường bạch_mai , quận hai bà trưng , rác_thải sinh_hoạt bị tập_kết lâu ngày bên lề_đường nhưng chưa được thu_gom kịp_thời . tình_trạng này gây mùi hôi , ảnh_hưởng đến mỹ_quan đô_thị và sinh_hoạt của người dân xung_quanh . kính đề_nghị đơn_vị vệ_sinh môi_trường kiểm_tra và xử_lý .","tại khu_vực phố bạch_mai , phường bạch_mai , quận hai bà trưng , rác_thải sinh_hoạt bị tập_kết lâu ngày bên lề_đường nhưng chưa được thu_gom kịp_thời . tình_trạng này gây mùi hôi , ảnh_hưởng đến mỹ_quan đô_thị và sinh_hoạt của người dân xung_quanh . kính đề_nghị đơn_vị vệ_sinh môi_trường kiểm_tra và xử_lý .",,Dữ liệu ảo,,rac_thai_ve_sinh_moi_truong,trung_binh,True
